証券コード	業種	会社名	平均年収	従業員数	平均年齢	平均勤続年数	情報公開日
3632	情報・通信	グリー	"6,202,000 "	150 	29.2 	1.6 	2009/9/30
3633	情報・通信	ｐａｐｅｒｂｏｙ＆ｃｏ．	"4,905,000 "	130 	31.2 	3.0 	2010/3/24
3634	情報・通信	ソケッツ	"5,879,000 "	106 	31.3 	2.2 	2010/6/22
3635	情報・通信	コーエーテクモホールディングス	"6,312,110 "	73 	36.6 	0.8 	2010/6/24
3636	情報・通信	三菱総合研究所	"9,685,731 "	"1,214 "	40.8 	14.3 	2009/12/18
3640	情報・通信	電算	"6,438,185 "	798 	39.1 	15.4 	2010/6/29
3641	情報・通信	パピレス	"3,735,000 "	38 	29.8 	2.9 	2010/6/28
3706	上場廃止	東海パルプ	"6,229,020 "	491 	39.9 	17.8 	2007/6/26
3708	パルプ・紙	特種東海製紙	"6,049,174 "	86 	40.2 	13.5 	2010/6/24
3710	情報・通信業	ジョルダン	"5,036,870 "	127 	33.1 	5.4 	2009/12/22
3711	情報・通信業	創通	"5,435,366 "	28 	33.5 	5.9 	2009/11/26
3712	情報・通信業	情報企画	"4,666,086 "	196 	30.0 	4.8 	2009/12/22
3713	情報・通信業	ネットマークス	"7,188,046 "	860 	38.5 	6.1 	2010/6/25
3714	上場廃止	アソシエント・テクノロジー	"3,176,973 "	116 	29.1 	1.7 	2005/10/31
3715	情報・通信業	ドワンゴ	"5,384,000 "	603 	31.6 	3.6 	2009/12/17
3716	上場廃止	アーティストハウスホールディングス	"4,719,876 "	15 	43.5 	0.8 	2009/8/31
3717	上場廃止	ＮＥＣシステムテクノロジー	"6,819,198 "	"3,626 "	37.7 	13.1 	2005/6/23
3719	情報・通信業	ＢＢＨ	"7,007,625 "	4 	34.8 	1.0 	2010/3/31
3720	上場廃止	マッグガーデン	"5,193,172 "	34 	33.4 	2.4 	2007/6/26
3722	情報・通信業	日本ベリサイン	"6,877,800 "	248 	37.3 	3.5 	2010/3/25
3723	情報・通信業	日本ファルコム	"4,588,000 "	51 	30.7 	7.8 	2009/12/21
3724	情報・通信業	ベリサーブ	"5,469,000 "	342 	37.1 	3.3 	2010/6/24
3725	上場廃止	バンダイネットワークス	"6,917,000 "	120 	31.5 	3.4 	2007/6/18
3726	小売業	フェヴリナ	"3,113,000 "	150 	29.8 	2.4 	2010/6/24
3727	情報・通信業	アプリックス					2010/3/24
3730	情報・通信業	マクロミル	"5,045,000 "	320 	28.9 	2.4 	2009/9/30
3731	情報・通信業	京王ズホールディングス	"5,496,000 "	19 	37.1 	4.3 	2010/1/29
3732	上場廃止	イーウェーヴ	"5,144,000 "	629 	35.4 	5.2 	2010/6/30
3733	情報・通信業	ソフトウェア・サービス	"4,757,000 "	514 	29.1 	4.2 	2010/7/26
3734	情報・通信業	エム・ピー・ホールディングス	"5,612,000 "	10 	36.2 	4.3 	2009/10/29
3735	上場廃止	日立システムアンドサービス	"6,648,000 "	"4,507 "	36.9 	14.1 	2009/6/19
3736	情報・通信業	コネクトテクノロジーズ	"5,067,000 "	92 	32.3 	3.0 	2009/11/27
3738	情報・通信業	ティーガイア	"6,382,961 "	"6,803 "	37.0 	9.9 	2010/6/24
3739	情報・通信業	コムシード	"5,326,000 "	37 	34.6 	4.3 	2010/6/29
3740	上場廃止	フレームワークス	"6,581,000 "	147 	33.9 	3.0 	2007/8/31
3741	情報・通信業	セック	"6,455,000 "	233 	33.4 	8.8 	2010/6/28
3742	情報・通信業	デュオシステムズ	"5,718,000 "	38 	35.8 	3.1 	2010/6/28
3744	情報・通信業	サイオステクノロジー	"6,666,000 "	153 	35.9 	3.9 	2010/3/25
3745	情報・通信業	サミーネットワークス	"6,841,200 "	133 	33.9 	3.6 	2010/6/17
3746	上場廃止	メディアエクスチェンジ	"6,636,305 "	23 	37.9 	3.2 	2008/6/30
3747	情報・通信業	インタートレード	"6,460,000 "	155 	34.1 	3.1 	2009/12/22
3749	情報・通信業	ＳＢＩベリトランス	"4,771,321 "	53 	32.9 	2.7 	2010/6/24
3750	情報・通信業	セブンシーズホールディングス	"5,688,000 "	19 	37.0 	3.2 	2010/6/25
3751	情報・通信業	日本アジアグループ	"6,128,932 "	13 	44.5 	2.6 	2009/7/31
3752	情報・通信業	ワイズマン	"4,370,724 "	383 	35.8 	8.1 	2010/6/25
3753	情報・通信業	フライトシステムコンサルティング	"5,885,309 "	93 	37.3 	7.7 	2010/6/29
3754	情報・通信業	エキサイト	"5,857,000 "	190 	34.0 	4.1 	2010/6/25
3755	上場廃止	ゴンゾ	"4,810,000 "	44 	34.4 	3.5 	2010/6/30
3756	情報・通信業	豆蔵ＯＳホールディングス	"6,072,000 "	13 	36.2 	3.0 	2010/6/25
3758	情報・通信業	アエリア	"4,997,091 "	43 	30.5 	2.5 	2010/3/30
3760	情報・通信業	ケイブ	"4,431,761 "	198 	31.7 	2.8 	2009/8/28
3762	情報・通信業	テクマトリックス	"7,109,000 "	400 	33.7 	5.6 	2010/6/23
3763	情報・通信業	プロシップ	"4,738,694 "	195 	32.6 	5.6 	2010/6/24
3764	上場廃止	アッカ・ネットワークス	"6,878,000 "	367 	39.0 	3.1 	2009/3/27
3765	情報・通信業	ガンホー・オンライン・エンターテイメント	"4,853,000 "	215 	33.8 	3.3 	2010/3/30
3766	情報・通信業	システムズ・デザイン	"5,254,083 "	667 	36.1 	7.8 	2010/6/25
3767	上場廃止	ネクステック	"6,864,632 "	37 	34.7 	3.5 	2010/6/25
3768	情報・通信業	リスクモンスター	"5,851,000 "	77 	33.6 	4.0 	2010/6/24
3769	情報・通信業	ＧＭＯペイメントゲートウェイ	"5,417,143 "	98 	35.1 	3.2 	2009/12/22
3770	情報・通信業	ザッパラス	"4,329,000 "	178 	29.2 	1.9 	2009/7/31
3771	情報・通信業	システムリサーチ	"4,821,000 "	579 	30.8 	7.2 	2010/6/23
3772	情報・通信業	ドリームバイザー・ホールディングス	"5,807,000 "	6 	33.4 	2.4 	2009/9/30
3773	情報・通信業	アドバンスト・メディア	"6,447,000 "	89 	37.5 	4.3 	2010/6/30
3774	情報・通信業	インターネットイニシアティブ	"6,450,500 "	732 	34.2 	6.3 	2010/6/28
3775	情報・通信業	ガイアックス	"5,519,000 "	185 	29.7 	4.3 	2010/3/31
3776	情報・通信業	ブロードバンドタワー	"7,018,000 "	85 	37.3 	2.5 	2009/9/28
3777	情報・通信業	ＴＬホールディングス	"4,627,000 "	8 	37.6 	1.9 	2010/3/30
3778	情報・通信業	さくらインターネット	"5,371,000 "	219 	34.4 	4.0 	2010/6/15
3779	情報・通信業	ジェイ・エスコム　ホールディングス	"3,746,400 "	5 	33.0 	1.5 	2010/6/29
3780	上場廃止	メビックス	"6,356,567 "	101 	37.7 	2.1 	2009/7/30
3781	情報・通信業	ＤＰＧホールディングス	"3,361,750 "	4 	35.6 	0.7 	2010/3/26
3782	情報・通信業	ディー・ディー・エス	"5,775,000 "	43 	35.0 	5.1 	2010/3/29
3783	情報・通信業	ナノ・メディア	"5,132,592 "	115 	33.4 	3.0 	2010/6/23
3784	情報・通信業	ヴィンキュラム　ジャパン	"5,115,580 "	494 	34.4 	7.5 	2010/6/25
3785	情報・通信業	エイティング	"4,015,000 "	170 	29.0 	3.4 	2009/12/24
3786	情報・通信業	テレビ東京ブロードバンド	"5,393,343 "	87 	33.8 	2.9 	2010/6/22
3787	情報・通信業	テクノマセマティカル	"6,369,000 "	73 	40.0 	2.2 	2010/6/24
3788	情報・通信業	ＧＭＯホスティング＆セキュリティ	"5,156,571 "	204 	33.3 	4.1 	2010/3/24
3789	情報・通信業	ソネットエンタテインメント	"6,870,000 "	445 	35.8 	5.7 	2010/6/17
3790	情報・通信業	日本オフィス・システム	"5,428,359 "	586 	40.1 	14.2 	2010/3/25
3791	情報・通信業	ＩＧポート	"5,013,333 "	3 	53.3 	3.4 	2009/8/24
3792	上場廃止	ゲームポット	"3,997,162 "	102 	27.1 	1.0 	2008/3/21
3793	情報・通信業	ドリコム	"4,985,191 "	106 	30.5 	2.9 	2010/6/28
3794	情報・通信業	エヌ・デーソフトウェア	"5,440,000 "	317 	34.5 	6.6 	2010/6/28
3796	情報・通信業	いい生活	"4,876,000 "	228 	31.2 	3.3 	2010/6/17
3797	上場廃止	ファンダンゴ	"4,879,837 "	46 	30.5 	2.2 	2007/6/26
3798	情報・通信業	ウルシステムズ	"6,632,491 "	129 	35.3 	4.5 	2010/6/30
3799	情報・通信業	キーウェアソリューションズ	"5,860,000 "	827 	38.1 	13.5 	2010/6/23
3800	情報・通信業	ビーエスピー	"7,496,000 "	164 	35.9 	6.6 	2010/6/18
3801	上場廃止	アスキーソリューションズ	"5,458,000 "	143 	39.4 	2.4 	2008/6/27
3802	情報・通信業	エコミック	"3,137,731 "	94 	34.3 	3.5 	2010/6/25
3803	情報・通信業	イメージ情報開発	"4,787,000 "	72 	35.5 	8.3 	2010/6/25
3804	情報・通信業	システム　ディ	"5,000,770 "	126 	32.6 	4.8 	2009/12/17
3807	情報・通信業	フィスコ	"5,964,000 "	36 	39.5 	5.9 	2010/3/29
3808	情報・通信業	オウケイウェイヴ	"4,917,776 "	109 	31.4 	2.5 	2009/9/28
3809	上場廃止	バリオセキュア・ネットワークス	"6,853,000 "	44 	37.7 	3.0 	2009/8/28
3810	情報・通信業	サイバーステップ	"4,237,445 "	132 	26.5 	1.6 	2009/8/26
3811	情報・通信業	ビットアイル	"6,386,000 "	90 	33.5 	2.3 	2009/10/29
3812	情報・通信業	ゲームオン	"4,595,313 "	196 	31.4 	2.1 	2010/3/24
3813	情報・通信業	ゴメス・コンサルティング	"5,299,931 "	27 	32.7 	3.8 	2010/6/23
3814	情報・通信業	アルファクス・フード・システム	"4,144,956 "	115 	33.5 	6.0 	2009/12/28
3815	情報・通信業	メディア工房	"4,334,000 "	91 	31.6 	2.1 	2009/11/27
3816	情報・通信業	大和コンピューター	"5,126,994 "	178 	33.0 	9.1 	2009/10/26
3817	情報・通信業	ＳＲＡホールディングス					2010/6/25
3818	上場廃止	バンクテック・ジャパン	"6,719,000 "	751 	39.2 	7.1 	2010/3/29
3819	上場廃止	インテックホールディングス	"7,183,554 "	26 	42.1 	17.6 	2008/6/27
3820	情報・通信業	ＪＢＩＳホールディングス	"4,542,132 "	29 	49.0 	2.3 	2010/6/25
3821	情報・通信業	フラクタリスト	"5,078,000 "	72 	29.1 	2.1 	2010/3/25
3822	情報・通信業	Ｍｉｎｏｒｉソリューションズ	"4,919,110 "	459 	33.6 	9.3 	2010/6/30
3823	情報・通信業	アクロディア	"8,082,000 "	125 	35.8 	2.5 	2009/11/27
3824	情報・通信業	メディアファイブ	"3,328,000 "	208 	29.1 	2.8 	2009/8/27
3825	情報・通信業	リミックスポイント	"4,829,067 "	31 	35.8 	3.2 	2010/6/29
3826	情報・通信業	システムインテグレータ	"5,887,000 "	111 	32.6 	3.3 	2010/5/27
3828	情報・通信業	ニフティ	"7,257,383 "	738 	36.7 	8.0 	2010/6/25
3829	情報・通信業	セルシス	"5,118,985 "	183 	33.6 	3.4 	2010/1/29
3830	情報・通信業	ギガプライズ	"4,649,000 "	90 	34.0 	4.5 	2010/6/25
3831	情報・通信業	パイプドビッツ	"4,285,536 "	134 	28.0 	2.5 	2010/5/31
3832	情報・通信業	Ｔ＆Ｃホールディングス	"4,223,000 "	10 	43.0 	2.7 	2010/2/22
3834	情報・通信業	朝日ネット	"6,110,995 "	185 	34.3 	5.3 	2010/6/29
3835	情報・通信業	ｅＢＡＳＥ	"4,640,000 "	61 	34.3 	3.1 	2010/6/30
3836	情報・通信業	ディーバ	"6,920,897 "	218 	32.8 	3.6 	2009/9/25
3837	情報・通信業	アドソル日進	"5,454,164 "	458 	36.7 	11.3 	2010/6/21
3838	情報・通信業	ＡＱインタラクティブ	"5,113,000 "	362 	34.4 	4.5 	2010/6/24
3839	情報・通信業	ＯＤＫソリューションズ	"7,970,000 "	189 	42.1 	15.8 	2010/6/24
3840	情報・通信業	イー・キャッシュ	"6,790,050 "	4 	39.0 	1.4 	2010/6/18
3841	情報・通信業	ジーダット	"7,588,905 "	80 	42.4 	4.8 	2010/6/16
3842	情報・通信業	ネクストジェン	"6,151,000 "	70 	38.8 	3.5 	2010/3/26
3843	情報・通信業	フリービット	"4,072,513 "	315 	31.3 	1.9 	2009/7/29
3844	情報・通信業	コムチュア	"4,475,000 "	444 	31.8 	5.7 	2010/6/30
3845	情報・通信業	アイフリーク	"4,666,000 "	141 	31.6 	2.3 	2010/6/25
3846	情報・通信業	エイチアイ	"5,506,306 "	151 	34.5 	5.6 	2010/6/24
3847	情報・通信業	パシフィックシステム	"5,215,185 "	367 	35.8 	12.1 	2010/6/21
3848	情報・通信業	データ・アプリケーション	"7,754,000 "	61 	40.3 	8.2 	2010/6/23
3849	情報・通信業	日本テクノ・ラボ	"5,464,849 "	48 	41.0 	7.6 	2010/6/25
3850	情報・通信業	ＮＴＴデータイントラマート	"6,252,000 "	81 	32.3 	3.2 	2010/6/17
3851	情報・通信業	日本一ソフトウェア	"3,522,868 "	81 	28.3 	3.9 	2010/6/25
3852	情報・通信業	サイバーコム	"4,008,000 "	983 	30.7 	5.3 	2010/6/28
3853	情報・通信業	インフォテリア	"6,843,245 "	53 	35.3 	4.9 	2010/6/21
3854	情報・通信業	アイル	"4,447,403 "	329 	28.4 	4.7 	2009/10/29
3856	情報・通信業	リアルコム	"5,987,595 "	50 	34.0 	3.6 	2009/9/28
3857	情報・通信業	ラックホールディングス	"4,424,379 "	88 	40.0 	6.9 	2010/6/25
3858	情報・通信	ユビキタス	"8,292,000 "	34 	39.4 	2.7 	2010/6/23
3859	情報・通信業	シナジーマーケティング	"4,827,000 "	126 	31.8 	2.6 	2010/3/26
3861	パルプ・紙	王子製紙	"6,538,363 "	"4,021 "	42.6 	22.3 	2010/6/29
3864	パルプ・紙	三菱製紙	"6,537,478 "	"1,423 "	42.2 	21.6 	2010/6/29
3865	パルプ・紙	北越紀州製紙	"5,908,000 "	"1,265 "	40.8 	18.8 	2010/6/29
3872	上場廃止	三島製紙	"5,908,160 "	590 	40.4 	17.1 	2007/6/28
3877	パルプ・紙	中越パルプ工業	"5,812,518 "	835 	36.8 	15.5 	2010/6/28
3878	パルプ・紙	巴川製紙所	"4,933,000 "	394 	41.8 	16.2 	2010/6/25
3880	パルプ・紙	大王製紙	"5,534,084 "	"3,238 "	36.5 	14.2 	2010/6/30
3881	上場廃止	特種製紙	"5,765,000 "	482 	37.7 	16.7 	2007/6/27
3882	上場廃止	紀州製紙	"5,463,464 "	120 	41.0 	19.2 	2009/6/22
3890	上場廃止	ゼネラル	"6,203,680 "	23 	40.2 	7.0 	2009/1/30
3891	パルプ・紙	ニッポン高度紙工業	"5,981,000 "	373 	37.5 	14.9 	2010/6/23
3892	パルプ・紙	岡山製紙	"5,085,694 "	176 	42.6 	19.8 	2009/8/28
3893	パルプ・紙	日本製紙グループ本社	"9,181,150 "	115 	43.1 	19.8 	2010/6/29
3895	パルプ・紙	ハビックス	"5,639,000 "	143 	37.5 	10.8 	2010/6/25
3941	パルプ・紙	レンゴー	"6,548,972 "	"3,570 "	38.6 	13.7 	2010/6/30
3943	パルプ・紙	大石産業	"4,844,000 "	471 	41.1 	17.6 	2010/6/30
3944	パルプ・紙	古林紙工	"4,979,000 "	400 	39.7 	16.2 	2010/6/29
3945	パルプ・紙	スーパーバッグ	"4,224,000 "	497 	37.8 	15.3 	2010/6/29
3946	パルプ・紙	トーモク	"5,218,000 "	"1,129 "	37.1 	13.5 	2010/6/30
3947	パルプ・紙	ダイナパック	"5,548,000 "	328 	40.3 	16.3 	2010/3/31
3948	パルプ・紙	光ビジネスフォーム	"5,214,948 "	375 	39.8 	12.0 	2010/3/30
3950	パルプ・紙	ザ・パック	"6,118,231 "	"1,253 "	39.6 	17.1 	2010/3/30
3951	パルプ・紙	朝日印刷	"4,386,168 "	917 	33.4 	11.0 	2010/6/29
3952	パルプ・紙	中央紙器工業	"5,142,595 "	166 	38.6 	13.1 	2010/6/25
3953	パルプ・紙	大村紙業	"4,434,396 "	226 	42.9 	11.6 	2010/6/25
3954	パルプ・紙	昭和パックス	"5,637,219 "	461 	40.3 	18.5 	2010/6/29
3955	パルプ・紙	イムラ封筒	"4,810,000 "	"1,158 "	36.1 	13.5 	2010/4/21
3956	パルプ・紙	国際チャート	"4,708,000 "	193 	39.9 	17.3 	2010/6/21
3971	上場廃止	東セロ	"6,305,000 "	794 	38.2 	13.5 	2009/6/26
4003	化学	コープケミカル	"5,794,000 "	271 	43.9 	19.6 	2010/6/29
4004	化学	昭和電工	"6,637,838 "	"5,001 "	41.5 	19.7 	2010/3/26
4005	化学	住友化学	"7,269,173 "	"5,954 "	38.7 	13.6 	2010/6/22
4007	化学	日本化成	"6,554,000 "	327 	43.8 	16.4 	2010/6/25
4008	化学	住友精化	"6,266,374 "	874 	38.1 	17.4 	2010/6/30
4010	上場廃止	三菱化学	"6,506,082 "	"6,143 "	38.5 	15.4 	2010/6/24
4021	化学	日産化学工業	"7,285,151 "	"1,710 "	39.0 	16.0 	2010/6/24
4022	化学	ラサ工業	"4,523,192 "	644 	37.6 	14.9 	2010/6/29
4023	化学	クレハ	"6,941,000 "	"1,352 "	40.8 	16.4 	2010/6/25
4025	化学	多木化学	"6,448,411 "	408 	43.5 	18.3 	2010/3/30
4026	ガラス・土石製品	神島化学工業	"4,399,000 "	431 	35.5 	11.1 	2010/7/16
4027	化学	テイカ	"5,663,000 "	468 	39.2 	17.4 	2010/6/30
4028	化学	石原産業	"6,218,000 "	"1,133 "	41.1 	17.6 	2010/6/30
4031	化学	片倉チッカリン	"5,203,151 "	427 	42.8 	15.9 	2010/6/22
4033	化学	日東エフシー	"5,019,512 "	279 	39.8 	15.1 	2009/12/24
4041	化学	日本曹達	"7,418,840 "	"1,283 "	44.3 	22.3 	2010/6/29
4042	化学	東ソー	"6,826,000 "	"2,761 "	43.4 	20.7 	2010/6/29
4043	化学	トクヤマ					2010/6/28
4044	化学	セントラル硝子	"5,801,249 "	"1,798 "	39.0 	17.8 	2010/6/29
4045	化学	東亞合成	"6,394,984 "	845 	43.0 	21.1 	2010/3/31
4046	化学	ダイソー	"5,973,000 "	532 	39.5 	17.0 	2010/6/30
4047	化学	関東電化工業	"6,498,380 "	603 	39.0 	16.3 	2010/6/29
4061	化学	電気化学工業	"6,011,727 "	"3,452 "	40.3 	18.9 	2010/6/22
4062	電気機器	イビデン	"5,803,170 "	"3,187 "	34.1 	11.7 	2010/6/22
4063	化学	信越化学工業	"8,136,000 "	"2,647 "	41.8 	20.1 	2010/6/30
4064	化学	日本カーバイド工業	"4,885,000 "	409 	40.9 	18.6 	2010/6/29
4065	上場廃止	紀文フードケミファ	"5,204,000 "	412 	35.5 	9.7 	2008/6/19
4077	上場廃止	富士チタン工業	"4,128,000 "	340 	39.8 	16.3 	2004/6/25
4078	化学	堺化学工業	"5,811,859 "	869 	36.5 	13.6 	2010/6/29
4080	化学	田中化学研究所	"5,395,043 "	213 	37.1 	8.3 	2010/6/21
4082	化学	第一稀元素化学工業	"6,724,000 "	329 	35.8 	12.5 	2010/6/18
4088	化学	エア・ウォーター	"6,830,000 "	"1,110 "	43.5 	16.9 	2010/6/29
4091	化学	大陽日酸	"7,734,000 "	"1,608 "	41.3 	16.7 	2010/6/30
4092	化学	日本化学工業	"5,814,924 "	666 	39.7 	16.5 	2010/6/25
4093	化学	東邦アセチレン	"5,313,000 "	125 	40.3 	15.6 	2010/6/29
4094	化学	日本化学産業	"4,791,568 "	450 	40.1 	17.2 	2010/6/30
4095	化学	日本パーカライジング	"6,213,312 "	819 	43.0 	17.5 	2010/6/29
4096	上場廃止	昭和炭酸	"6,690,000 "	238 	41.2 	16.6 	2009/6/26
4097	化学	高圧ガス工業	"5,097,000 "	571 	39.2 	15.0 	2010/6/29
4098	化学	チタン工業	"4,887,000 "	171 	47.8 	27.3 	2010/6/30
4099	化学	四国化成工業		541 			2010/6/25
4100	化学	戸田工業	"5,748,000 "	404 	44.3 	19.0 	2010/6/30
4102	化学	丸尾カルシウム	"4,650,619 "	204 	41.9 	16.6 	2010/6/29
4103	上場廃止	大陽東洋酸素	"6,524,000 "	666 	39.3 	15.8 	2004/6/29
4104	上場廃止	タテホ化学工業	"5,555,354 "	170 	41.7 	9.0 	2005/6/30
4105	化学	メルテックス	"5,397,352 "	204 	38.4 	13.1 	2009/8/28
4106	上場廃止	エヌ・イー　ケムキャット	"7,727,164 "	661 	39.7 	13.2 	2009/6/26
4107	化学	伊勢化学工業	"5,481,121 "	313 	39.1 	14.0 	2010/3/26
4109	化学	ステラ　ケミファ	"4,861,000 "	238 	36.8 	13.2 	2010/6/23
4112	化学	保土谷化学工業	"6,748,000 "	373 	45.2 	16.9 	2010/6/25
4113	化学	田岡化学工業	"6,513,000 "	249 	40.9 	14.9 	2010/6/30
4114	化学	日本触媒	"7,374,527 "	"1,899 "	37.9 	16.3 	2010/6/22
4115	化学	本州化学工業	"6,603,000 "	327 	40.1 	15.5 	2010/6/28
4116	化学	大日精化工業	"6,969,676 "	"1,426 "	44.0 	21.3 	2010/6/29
4117	化学	川崎化成工業	"6,003,170 "	222 	40.9 	18.7 	2010/6/29
4118	化学	カネカ					2010/6/25
4119	化学	日本ピグメント	"6,049,481 "	323 	42.1 	17.7 	2010/6/29
4120	化学	スガイ化学工業					2010/6/25
4123	上場廃止	山本化成	"5,484,000 "	99 	41.2 	15.7 	2006/6/29
4151	医薬品	協和発酵キリン	"8,192,414 "	"4,290 "	39.5 	15.5 	2010/3/18
4182	化学	三菱ガス化学	"7,674,201 "	"2,282 "	40.9 	18.4 	2010/6/25
4183	化学	三井化学	"7,877,219 "	"5,460 "	42.8 	20.3 	2010/6/24
4185	化学	ＪＳＲ	"7,038,000 "	"2,517 "	38.8 	15.0 	2010/6/18
4186	化学	東京応化工業	"6,210,000 "	"1,375 "	37.6 	14.7 	2010/6/25
4187	化学	大阪有機化学工業	"5,292,238 "	391 	37.2 	13.3 	2010/2/19
4188	化学	三菱ケミカルホールディングス	"13,709,859 "	40 	48.6 	20.7 	2010/6/24
4201	化学	日本合成化学工業	"7,107,000 "	"1,009 "	41.4 	20.0 	2010/6/25
4202	化学	ダイセル化学工業	"6,696,674 "	"1,972 "	41.2 	17.8 	2010/6/28
4203	化学	住友ベークライト	"6,600,000 "	"2,547 "	42.2 	19.3 	2010/6/29
4204	化学	積水化学工業	"8,619,196 "	"2,297 "	42.5 	18.5 	2010/6/29
4205	化学	日本ゼオン	"6,282,297 "	"1,907 "	40.3 	17.8 	2010/6/29
4206	化学	アイカ工業	"5,862,000 "	"1,007 "	37.0 	13.8 	2010/6/25
4208	化学	宇部興産	"6,227,864 "	"3,536 "	41.2 	16.5 	2010/6/29
4209	上場廃止	フドー	"4,675,000 "	270 	42.2 	16.0 	2003/6/25
4210	上場廃止	東洋化学	"5,320,000 "	565 	39.1 	16.8 	2002/6/27
4212	化学	積水樹脂	"6,202,633 "	317 	38.7 	14.4 	2010/6/30
4213	上場廃止	三菱樹脂	"6,531,895 "	"1,915 "	39.8 	16.7 	2008/6/23
4214	上場廃止	昭和高分子	"6,999,000 "	477 	39.7 	16.6 	2006/6/29
4215	化学	タキロン	"6,331,599 "	658 	40.7 	17.6 	2010/6/29
4216	化学	旭有機材工業	"4,612,000 "	740 	40.0 	16.0 	2010/6/29
